,Emotion,Text,Clean_Text
26,Sadness,그저께 밤에 갑자기 의식을 잃더라구. 그러더니 어제 끝내 눈을 감았어.,그저께 밤에 갑자기 의식을 잃더라구. 그러더니 어제 끝내 눈을 감았어.
27,Sadness,정말 그런 날이 올 수 있을까? 난 정말 열심히 노력하는 사람이거든.,정말 그런 날이 올 수 있을까? 난 정말 열심히 노력하는 사람이거든.
28,Fear,어제 저녁에 진짜 무서웠어.,어제 저녁에 진짜 무서웠어.
29,Disgust,화장실에 누가 토해놓고 치우지도 않았어.,화장실에 누가 토해놓고 치우지도 않았어.
30,Sadness,나 그 사람이랑 헤어졌어. ,나 그 사람이랑 헤어졌어.
31,Sadness,오늘이 발표 날인데 연락이 없어서 알아봤더니 명단에 내 이름이 없대.,오늘이 발표 날인데 연락이 없어서 알아봤더니 명단에 내 이름이 없대.
32,Sadness,권태기가 왔다고 잠깐 시간을 갖자고 하더라고. 그런데 알고봤더니 새로운 사람이 생긴 거였어.,권태기가 왔다고 잠깐 시간을 갖자고 하더라고. 그런데 알고봤더니 새로운 사람이 생긴 거였어.
33,Sadness,해피는 우리 집에 온 지 15년이 지났어 그러니 가족들 상실감은 이루 말할 수 없지.	,해피는 우리 집에 온 지 15년이 지났어 그러니 가족들 상실감은 이루 말할 수 없지.
34,Sadness,해피가 어제 세상을 떠났어.,해피가 어제 세상을 떠났어.
35,Sadness,많이 어렵지는 않았어. 하지만 내가 너무 부담스러웠었나봐. 내가 준비한 걸 다 못 보여줬어.,많이 어렵지는 않았어. 하지만 내가 너무 부담스러웠었나봐. 내가 준비한 걸 다 못 보여줬어.
36,Sadness,정말 가고 싶은 회사여서 이 회사만 준비했어 그리고 공채로 보는 마지막 회사였기 때문에 다른 회사는 또 없어.	,정말 가고 싶은 회사여서 이 회사만 준비했어 그리고 공채로 보는 마지막 회사였기 때문에 다른 회사는 또 없어.
37,Sadness,3년 전에 친구 소개로 만나게 되었어.	,3년 전에 친구 소개로 만나게 되었어.
38,Sadness,아직 경황이 없어서 작년까지는 생각을 못 해봤어 아빠가 준비하실 거야.	,아직 경황이 없어서 작년까지는 생각을 못 해봤어 아빠가 준비하실 거야.
39,Sadness,그저께 밤에 갑자기 의식을 잃더라고. 그러더니 어제 끝내 눈을 감았어. ,그저께 밤에 갑자기 의식을 잃더라고. 그러더니 어제 끝내 눈을 감았어.
40,Sadness,부모님께서 기대가 너무 크셔서 말씀 못 드렸어.,부모님께서 기대가 너무 크셔서 말씀 못 드렸어.
41,Sadness,맞아. 좋은 곳으로 갔을 것 같애. 정말 착하고 예쁜 아이였어.,맞아. 좋은 곳으로 갔을 것 같애. 정말 착하고 예쁜 아이였어.
42,Sadness,15년을 키운 강아지잖아. 가족들 마음에 많이 힘들어 해.,15년을 키운 강아지잖아. 가족들 마음에 많이 힘들어 해.
43,Sadness,해피가 어제 세상을 떠났어.,해피가 어제 세상을 떠났어.
44,Sadness,앞날이 불안해서 그런가 입맛도 없어. 이따 저녁에 부모님과 같이 먹어야지. 그리고 말씀 드려야되겠지.,앞날이 불안해서 그런가 입맛도 없어. 이따 저녁에 부모님과 같이 먹어야지. 그리고 말씀 드려야되겠지.
45,Sadness,헤어진 지 이제 두 달 다 돼가 그런데 잊혀지지가 않아.,헤어진 지 이제 두 달 다 돼가 그런데 잊혀지지가 않아.
46,Sadness,시간이 지나면 잊혀지겠지만 지금은 가슴이 너무 찢어져.,시간이 지나면 잊혀지겠지만 지금은 가슴이 너무 찢어져.
47,Sadness,나 그 사람이랑 헤어졌어.,나 그 사람이랑 헤어졌어.
48,Sadness,그 사람한테 받은 상처가 커서 금방 잊혀질 줄 알았는데 마음 정리가 정말 쉽지가 않아.,그 사람한테 받은 상처가 커서 금방 잊혀질 줄 알았는데 마음 정리가 정말 쉽지가 않아.
49,Sadness,알아. 좋은 곳으로 갔을 거라고 우리도 믿어. 정말 착한 아이였거든.,알아. 좋은 곳으로 갔을 거라고 우리도 믿어. 정말 착한 아이였거든.
50,Fear,어제 저녁에 진짜 무서웠어.,어제 저녁에 진짜 무서웠어.
51,Fear,어제 지진 났어. 너도 느꼈니?,어제 지진 났어. 너도 느꼈니?
52,Angry,"당연히 화는 내봤지. 화 낼 때마다 미안하고는 해. 다음엔 같이 하겠다고 하고. 또, 그러고는 또 나가. 이해할 수 없는 반복을 계속 해.","당연히 화는 내봤지. 화 낼 때마다 미안하고는 해. 다음엔 같이 하겠다고 하고. 또, 그러고는 또 나가. 이해할 수 없는 반복을 계속 해."
53,Disgust,누가 화장실에 토해냈어!,누가 화장실에 토해냈어!
54,Angry,약속을 잡을 때마다 매번 늦어. 그래서 너무 화가 나.,약속을 잡을 때마다 매번 늦어. 그래서 너무 화가 나.
55,Disgust,응 어제밤에 누가 토 해놨나봐! 아직 그대로 있어!,응 어제밤에 누가 토 해놨나봐! 아직 그대로 있어!
56,Angry,"친구가 약속 시간에 늦어도 내가 매번 참고 넘어갔는데, 이번에는 친구한테 이야기 좀 해봐야겠어.","친구가 약속 시간에 늦어도 내가 매번 참고 넘어갔는데, 이번에는 친구한테 이야기 좀 해봐야겠어."
57,Disgust,누가 화장실에 토를 하고 안 치웠어!,누가 화장실에 토를 하고 안 치웠어!
58,Disgust,"깜짝 놀랬어. 냄새도 나고. 야, 오늘 밥은 못 먹겠다.","깜짝 놀랬어. 냄새도 나고. 야, 오늘 밥은 못 먹겠다."
59,Sadness,해피가 어제 세상을 떠났어.,해피가 어제 세상을 떠났어.
60,Sadness,해피가 어제 세상을 떠났어.,해피가 어제 세상을 떠났어.
61,Sadness,밤 새워 준비해 온 기획안을 또 퇴짜 맞았어!,밤 새워 준비해 온 기획안을 또 퇴짜 맞았어!
62,Disgust,우웩 화장실에 누가 토해놓고 치우지도 않고 그냥 갔어.,우웩 화장실에 누가 토해놓고 치우지도 않고 그냥 갔어.
63,Sadness,맞아. 무기력증이 온 것 같아. 한 달동안 정말 바빴었거든. 쉴 수도 없이 일만 하고 있었어. 그러니 몸이 견뎌내질 못 하는 것 같아.,맞아. 무기력증이 온 것 같아. 한 달동안 정말 바빴었거든. 쉴 수도 없이 일만 하고 있었어. 그러니 몸이 견뎌내질 못 하는 것 같아.
64,Sadness,나 면접 또 떨어졌어.,나 면접 또 떨어졌어.
65,Disgust,사람들 정말 최악이지. 지금도 그냥 그대로 있는 것 같아. 그 곳 화장실을 사람들이 사용하질 않아.,사람들 정말 최악이지. 지금도 그냥 그대로 있는 것 같아. 그 곳 화장실을 사람들이 사용하질 않아.
66,Sadness,오늘이 발표날이었어. 전화가 안 오더라고. 그래서 알아봤더니 명단에 내 이름이 없더래.,오늘이 발표날이었어. 전화가 안 오더라고. 그래서 알아봤더니 명단에 내 이름이 없더래.
67,Angry,유기견 다큐멘터리를 봤는데 무책임한 사람들 때문에 정말 화가 나.,유기견 다큐멘터리를 봤는데 무책임한 사람들 때문에 정말 화가 나.
68,Sadness,나 결국 헤어졌어.,나 결국 헤어졌어.
69,Sadness,아직 말씀 못 드렸어. 너무 기대가 크셔서 실망하실까봐.,아직 말씀 못 드렸어. 너무 기대가 크셔서 실망하실까봐.
70,Angry,아 나 룸메랑 또 싸웠어.	,아 나 룸메랑 또 싸웠어.
71,Sadness,난 잘하는게 하나도 없나봐.,난 잘하는게 하나도 없나봐.
72,Angry,얘는 도대체 청소를 안 해 미쳐 버리겠어.	,얘는 도대체 청소를 안 해 미쳐 버리겠어.
73,Angry,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어!,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어!
74,Sadness,나 결국 헤어졌어.	,나 결국 헤어졌어.
75,Sadness,밤 새워 준비한 기획안을 또 퇴짜 맞았어. 처음부터 다시 해오래.,밤 새워 준비한 기획안을 또 퇴짜 맞았어. 처음부터 다시 해오래.
76,Angry,아. 얘기 엄청 했지! 한 달 전에는 엄청 크게 뭐라고 했어. 아 근데 다 그 때뿐이야.,아. 얘기 엄청 했지! 한 달 전에는 엄청 크게 뭐라고 했어. 아 근데 다 그 때뿐이야.
77,Sadness,나 남친이랑 결국 헤어졌어.,나 남친이랑 결국 헤어졌어.
78,Sadness,이 회사 들어올 때 정말 힘들게 들어왔어. 조금만 더 버텨보고.,이 회사 들어올 때 정말 힘들게 들어왔어. 조금만 더 버텨보고.
79,Sadness,나는 잘하는 게 없나봐.,나는 잘하는 게 없나봐.
80,Sadness,나 면접 또 떨어졌어.,나 면접 또 떨어졌어.
81,Sadness,아. 나 면접 또 떨어졌어.,아. 나 면접 또 떨어졌어.
82,Sadness,다들 바빠서 얼굴 보기도 힘들어.,다들 바빠서 얼굴 보기도 힘들어.
83,Sadness,그냥 밖에 걷고 있어.,그냥 밖에 걷고 있어.
84,Sadness,별다른 문제없이 만나고 있었는데 갑자기 권태기라고 시간을 갖자 그러더니 그 사이에 새로운 사람이 생겼나봐.,별다른 문제없이 만나고 있었는데 갑자기 권태기라고 시간을 갖자 그러더니 그 사이에 새로운 사람이 생겼나봐.
85,Fear,어제 저녁에 진짜 무서웠다.,어제 저녁에 진짜 무서웠다.
86,Sadness,이게 이번 공채시즌 마지막 면접 이었거든 다음 시즌에 준비해야지 뭐.	,이게 이번 공채시즌 마지막 면접 이었거든 다음 시즌에 준비해야지 뭐.
87,Sadness,알았어. 지금처럼 힘들 때마다 이야기 신청을 할게. 그때 들어줘.,알았어. 지금처럼 힘들 때마다 이야기 신청을 할게. 그때 들어줘.
88,Sadness,괜히 매일매일이 우울한 기분이 들어.,괜히 매일매일이 우울한 기분이 들어.
89,Sadness,아니. 나 이번 면접 진짜 잘 봤어. 난 그래서 될 줄 알았지.,아니. 나 이번 면접 진짜 잘 봤어. 난 그래서 될 줄 알았지.
90,Sadness,밥 생각 별로 없어. 배도 안 고프고.,밥 생각 별로 없어. 배도 안 고프고.
91,Sadness,내가 잘하는 게 있긴 한걸까?,내가 잘하는 게 있긴 한걸까?
92,Angry,벌써 1시간이 지나고 있어 어쩜 이러지?	,벌써 1시간이 지나고 있어 어쩜 이러지?
93,Sadness,아 아픈데 또 밤 새서 기획안 작성해갔는데 처음부터 다시 해오래.,아 아픈데 또 밤 새서 기획안 작성해갔는데 처음부터 다시 해오래.
94,Disgust,으! 기숙사 화장실에 누가 토 해놨어.,으! 기숙사 화장실에 누가 토 해놨어.
95,Angry,덥고 힘들어 죽겠는데 친구가 연락을 안 받아.,덥고 힘들어 죽겠는데 친구가 연락을 안 받아.
96,Sadness,기운 없어서 나갈 힘도 없어.,기운 없어서 나갈 힘도 없어.
97,Sadness,나 남친이랑 결국 헤어졌어.,나 남친이랑 결국 헤어졌어.
98,Sadness,해피가 어제 세상을 떠났어. ,해피가 어제 세상을 떠났어.
99,Sadness,해피가 어제 세상을 떠났어.	,해피가 어제 세상을 떠났어.
100,Sadness,기획안 다시 작성해야 해서. 하. 오늘은 야근 각이야.,기획안 다시 작성해야 해서. 하. 오늘은 야근 각이야.
101,Sadness,괜히 매일 우울한 기분이야.,괜히 매일 우울한 기분이야.
102,Sadness,벌써 다섯 번째야. 다른 데 다 떨어졌어.,벌써 다섯 번째야. 다른 데 다 떨어졌어.
103,Sadness,내 생각엔 남친한테 딴 사람이 생긴 것 같아.,내 생각엔 남친한테 딴 사람이 생긴 것 같아.
104,Sadness,해피가 어제 세상을 떠났어.,해피가 어제 세상을 떠났어.
105,Sadness,며칠 전부터 시름시름 앓더라고 그러더니 어제 끝내 눈을 감았어.	,며칠 전부터 시름시름 앓더라고 그러더니 어제 끝내 눈을 감았어.
106,Sadness,그저께 밤에 갑자기 의식을 잃더라고 그러더니 어젯밤에 끝내 눈을 감았어.	,그저께 밤에 갑자기 의식을 잃더라고 그러더니 어젯밤에 끝내 눈을 감았어.
107,Sadness,아니야. 내가 너무 한심하다.,아니야. 내가 너무 한심하다.
108,Sadness,하는 프로젝트도 엉망이고 하는일마다 안되는 거 같아.,하는 프로젝트도 엉망이고 하는일마다 안되는 거 같아.
109,Angry,약속있어서 나왔는데 친구가 아직도 오지를 않아.,약속있어서 나왔는데 친구가 아직도 오지를 않아.
110,Disgust,난 당연히 안 그러겠지 그리고 본 걸 어떡해 안 본 걸로 해 아직도 잊혀지지 않아.	,난 당연히 안 그러겠지 그리고 본 걸 어떡해 안 본 걸로 해 아직도 잊혀지지 않아.
111,Sadness,15년 간을 같이 동거동락을 했으니 다들 괜찮지않아. 상실감이 커해.,15년 간을 같이 동거동락을 했으니 다들 괜찮지않아. 상실감이 커해.
112,Sadness,아직 장례까지는 생각을 못 해봤어 아마 아빠가 준비하고 계시지 않을까>,아직 장례까지는 생각을 못 해봤어 아마 아빠가 준비하고 계시지 않을까>
113,Sadness,우리 해피 어제 죽었어.,우리 해피 어제 죽었어.
114,Sadness,"시간이 지나면 잊혀지겠지만, 지금은 너무 힘들다.","시간이 지나면 잊혀지겠지만, 지금은 너무 힘들다."
115,Sadness,나도 그랬을 거라고 생각해. 정말 착하고 예쁜 아이였거든.,나도 그랬을 거라고 생각해. 정말 착하고 예쁜 아이였거든.
116,Sadness,엊그제 갑자기 응급실 실려 갔었거든 어제 좀 밥도 먹고 괜찮아지나 싶었는데 결국 죽었어. ,엊그제 갑자기 응급실 실려 갔었거든 어제 좀 밥도 먹고 괜찮아지나 싶었는데 결국 죽었어.
117,Sadness,괜히 매일매일 우울한 기분이 들어.,괜히 매일매일 우울한 기분이 들어.
118,Sadness,괜히 매일 우울한 기분이 들어.,괜히 매일 우울한 기분이 들어.
119,Angry,"덥고 짜증 나 죽겠는데, 친구는 전활 안 받아.","덥고 짜증 나 죽겠는데, 친구는 전활 안 받아."
120,Sadness,나 면접 또 떨어졌어.,나 면접 또 떨어졌어.
121,Sadness,응. 엄마 아빠도 지금 기운 못 차리고 계셔. 많이 슬프신가봐.,응. 엄마 아빠도 지금 기운 못 차리고 계셔. 많이 슬프신가봐.
122,Sadness,잘 모르겠어. 잠 드는 거 너무 힘들고 아침에 일어날 땐 더 힘들더라고. 회사 가서는 하루종일 멍 때리고 있는 것 같애.,잘 모르겠어. 잠 드는 거 너무 힘들고 아침에 일어날 땐 더 힘들더라고. 회사 가서는 하루종일 멍 때리고 있는 것 같애.
123,Sadness,나 결국 헤어졌어.	,나 결국 헤어졌어.
124,Angry,룸메이트랑 너무 자주 싸우게 돼.	,룸메이트랑 너무 자주 싸우게 돼.
125,Sadness,머릿 속 복잡하고 가슴이 답답해서 그냥 나와서 걷고 있어.,머릿 속 복잡하고 가슴이 답답해서 그냥 나와서 걷고 있어.
126,Sadness,나 결국 그 사람이랑 헤어졌어.,나 결국 그 사람이랑 헤어졌어.
127,Sadness,15년 동안이나 같이 있었으니까 쉽게 잊혀지진 않을 것 같아.,15년 동안이나 같이 있었으니까 쉽게 잊혀지진 않을 것 같아.
128,Sadness,남친이 갑자기 권태기래. 그러고 시간을 갖재. 근데 사실은 딴 사람이 생긴 것 같애.,남친이 갑자기 권태기래. 그러고 시간을 갖재. 근데 사실은 딴 사람이 생긴 것 같애.
129,Angry,룸메이트랑 요새 계속 싸운다?,룸메이트랑 요새 계속 싸운다?
130,Angry,룸메가 청소를 안 해.,룸메가 청소를 안 해.
131,Disgust,으 기숙사 화장실에 누가 토 해놓고 치우지도 않고 그냥 갔어!,으 기숙사 화장실에 누가 토 해놓고 치우지도 않고 그냥 갔어!
132,Sadness,이번 회사가 공채로 시험 볼 수 있는 마지막 회사였어.	,이번 회사가 공채로 시험 볼 수 있는 마지막 회사였어.
133,Sadness,"그럴 거야. 우리 해피, 좋은 데 갔을 거야.","그럴 거야. 우리 해피, 좋은 데 갔을 거야."
134,Sadness,맞아 무기력증인거 같아 한동안 회사가 정말 바빴었거든.,맞아 무기력증인거 같아 한동안 회사가 정말 바빴었거든.
135,Angry,지난달에 정색하고 얘기했었어 한번.,지난달에 정색하고 얘기했었어 한번.
136,Sadness,술 드시고 오시다가 계단에서 넘어지셨대.,술 드시고 오시다가 계단에서 넘어지셨대.
137,Sadness,입맛이 없어서 아침부터 그냥 굶고 있어. 이따 저녁에 부모님과 함께 먹어야지.,입맛이 없어서 아침부터 그냥 굶고 있어. 이따 저녁에 부모님과 함께 먹어야지.
138,Angry,아 진짜 친구 기다리는데 또 늦어.	,아 진짜 친구 기다리는데 또 늦어.
139,Sadness,아무것도 안 하는 시간은 나한테 너무 힘들더라고. 취미를 한번 가져볼게.,아무것도 안 하는 시간은 나한테 너무 힘들더라고. 취미를 한번 가져볼게.
140,Angry,얘가 집을 너무 더럽게 해 놓고 살잖아 같이 사는 집인데.	,얘가 집을 너무 더럽게 해 놓고 살잖아 같이 사는 집인데.
141,Angry,고딩때부터 알던 사이이긴한데 그때는 이런지 몰랐지.	,고딩때부터 알던 사이이긴한데 그때는 이런지 몰랐지.
142,Sadness,어떻게 살지? 이번 달은 망했어!,어떻게 살지? 이번 달은 망했어!
143,Sadness,다행히 생명에는 지장 없으시지만 며칠 입원해 계셔야 된대.,다행히 생명에는 지장 없으시지만 며칠 입원해 계셔야 된대.
144,Angry,지금 한시간도 넘었어.,지금 한시간도 넘었어.
145,Sadness,알았어. 우리 집 해피랑 산책도 많이 해볼게.,알았어. 우리 집 해피랑 산책도 많이 해볼게.
146,Sadness,나 그 사람과 헤어졌어.	,나 그 사람과 헤어졌어.
147,Angry,내 금쪽같은 시간이 1시간이나 지나버렸어 어쩜 이렇게 이기적일 수 있지.	,내 금쪽같은 시간이 1시간이나 지나버렸어 어쩜 이렇게 이기적일 수 있지.
148,Angry,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.	,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.
149,Angry,"마음은 그러고 싶은데, 그게 쉬운 일이 아니잖아.","마음은 그러고 싶은데, 그게 쉬운 일이 아니잖아."
150,Angry,유기견 다큐멘터리를 봤는데 무책임한 사람들 때문에 너무 화가 나.,유기견 다큐멘터리를 봤는데 무책임한 사람들 때문에 너무 화가 나.
151,Sadness,나 결국 헤어졌어.,나 결국 헤어졌어.
152,Sadness,3년 전에 친구 소개로 만나게 되었어. 3년을 만나온 셈이지.,3년 전에 친구 소개로 만나게 되었어. 3년을 만나온 셈이지.
153,Angry,"연락이 안 돼, 연락이. 아니 연락이 돼야 어디 다른 데서 기다리든 집에 가든 할 거 아니냐고.","연락이 안 돼, 연락이. 아니 연락이 돼야 어디 다른 데서 기다리든 집에 가든 할 거 아니냐고."
154,Sadness,권태기가 왔다고 잠깐 시간을 갖자더니 다른 사람이 생긴 거였어.,권태기가 왔다고 잠깐 시간을 갖자더니 다른 사람이 생긴 거였어.
155,Angry,당연히 도착하자마자 연락을 했지. 그때도 전화 안 받더니 지금도 전화 안 받아.,당연히 도착하자마자 연락을 했지. 그때도 전화 안 받더니 지금도 전화 안 받아.
156,Sadness,나 결국 헤어졌어.	,나 결국 헤어졌어.
157,Angry,내봤지! 지난달에도 정색하고 얘기했었어.	,내봤지! 지난달에도 정색하고 얘기했었어.
158,Sadness,권태기가 왔다고 잠깐 시간을 갖자고 하더라고 그런데 알고 봤더니 새로운 사람이 생긴 거였어.	,권태기가 왔다고 잠깐 시간을 갖자고 하더라고 그런데 알고 봤더니 새로운 사람이 생긴 거였어.
159,Sadness,3년을 만나면서 한 번도 싸운 적이 없었어 정말 잘해 줬거든.	,3년을 만나면서 한 번도 싸운 적이 없었어 정말 잘해 줬거든.
160,Angry,어우. 자주 정도가 아니야. 단 한 번도 제 시간에 온 적이 없어.,어우. 자주 정도가 아니야. 단 한 번도 제 시간에 온 적이 없어.
161,Sadness,삼년 전에 친구 소개로 만나게 되었어.,삼년 전에 친구 소개로 만나게 되었어.
162,Sadness,3년 전 친구 소개로 알게 되었어 그 뒤로 계속 사귀게 되었지.	,3년 전 친구 소개로 알게 되었어 그 뒤로 계속 사귀게 되었지.
163,Angry,아 얘기로 해결될까 모르겠다! 내가 그냥 얘를 안 보는 게 나을까?,아 얘기로 해결될까 모르겠다! 내가 그냥 얘를 안 보는 게 나을까?
164,Sadness,3년내내 한번도 싸운적이 없었어.,3년내내 한번도 싸운적이 없었어.
165,Fear,어제 저녁에 정말 무서웠어.,어제 저녁에 정말 무서웠어.
166,Sadness,이제 남은 회사도 없어.,이제 남은 회사도 없어.
167,Angry,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어!,퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어!
168,Angry,약속 있어 나왔더니 친구가 아직도 오지 않고 있어.	,약속 있어 나왔더니 친구가 아직도 오지 않고 있어.
169,Angry,직장 상사가 이번에 또 새로운 업무를 주겠다고 했어. 너무 짜증나!,직장 상사가 이번에 또 새로운 업무를 주겠다고 했어. 너무 짜증나!
170,Sadness,3년을 사귀면서 한 번도 싸운적이 없었어. 정말 나한테 잘해줬거든.,3년을 사귀면서 한 번도 싸운적이 없었어. 정말 나한테 잘해줬거든.
171,Sadness,"헤어진 지 이제 두 달 다 되어 가. 하지만 그 사람의 모습, 행동 이런 것들이 전혀 잊혀지지가 않어.","헤어진 지 이제 두 달 다 되어 가. 하지만 그 사람의 모습, 행동 이런 것들이 전혀 잊혀지지가 않어."
172,Sadness,아후 우리 아빠 또 다쳤어!,아후 우리 아빠 또 다쳤어!
173,Sadness,헤어진 지 벌써 두 달이 다 돼 가. 하지만 아직도 잊혀지지가 않아.,헤어진 지 벌써 두 달이 다 돼 가. 하지만 아직도 잊혀지지가 않아.
174,Sadness,맞아. 버려진 유기견들 보니까 거의 다 다 커다란 강아지들이었어.,맞아. 버려진 유기견들 보니까 거의 다 다 커다란 강아지들이었어.
175,Angry,계속 야근도 하고 점심에 쉬는시간도 없이 일하고 있어 근데 퇴근시간까지 전화를 한다는 건 너무 심하지 않니?,계속 야근도 하고 점심에 쉬는시간도 없이 일하고 있어 근데 퇴근시간까지 전화를 한다는 건 너무 심하지 않니?
176,Sadness,헤어진 지 이제 두 달 다 되어 가. 잊혀지지가 않어.,헤어진 지 이제 두 달 다 되어 가. 잊혀지지가 않어.
177,Sadness,또 술먹고 들어오시다가 집 앞 계단에서 넘어지셨어.,또 술먹고 들어오시다가 집 앞 계단에서 넘어지셨어.
178,Sadness,맞아. 마음 정리하는게 이렇게 어려운지 이제 알았어.,맞아. 마음 정리하는게 이렇게 어려운지 이제 알았어.
179,Sadness,요즘 매일 우울한 기분이 들어.	,요즘 매일 우울한 기분이 들어.
180,Angry,덥고 짜증나 죽겠는데 연락도 안 받아.,덥고 짜증나 죽겠는데 연락도 안 받아.
181,Sadness,회사에 답답한 내 마음을 털어놓고 이야기 할 사람이 없어. 그래서 더 힘들어.,회사에 답답한 내 마음을 털어놓고 이야기 할 사람이 없어. 그래서 더 힘들어.
182,Sadness,응. 지금 당장은 너무 힘들어. 하지만 세월이 지나면 잊혀지겠지?,응. 지금 당장은 너무 힘들어. 하지만 세월이 지나면 잊혀지겠지?
183,Sadness,나는 잘 하는게 하나도 없나봐.,나는 잘 하는게 하나도 없나봐.
184,Fear,어제 저녁에 진짜 무서웠어.	,어제 저녁에 진짜 무서웠어.
185,Sadness,나 면접 또 떨어졌어.,나 면접 또 떨어졌어.
186,Sadness,괜히 매일 우울한 기분이 들어.	,괜히 매일 우울한 기분이 들어.
187,Sadness,어우 기본 일주일에 5일이야 미치겠어.	,어우 기본 일주일에 5일이야 미치겠어.
188,Sadness,혼난 건 맞는데 다 내가 잘못해서 그런 건데 뭐.,혼난 건 맞는데 다 내가 잘못해서 그런 건데 뭐.
189,Sadness,집에 있기 답답해서 그냥 잠깐 산책나왔어.,집에 있기 답답해서 그냥 잠깐 산책나왔어.
